Title,Abstract,ArticleURL,Year,Cites,Authors,SELECTED
Advancements in AI for Reasoning with Complex Data,"… novel methods for enhancing temporal reasoning in large language models (LLMs). Additionally, a framework for evaluating mathematical reasoning in financial documents has been …",https://ojs.aaai.org/index.php/AAAI/article/view/35106,2025,0,V Gupta,
Exploring spontaneous social interaction swarm robotics powered by large language models,"… First, LLMs exhibit fundamental weaknesses in consistent mathematical reasoning, particularly evident in geometric formation tasks where calculation errors frequently lead to task …",https://www.researchgate.net/profile/Yitao-Jiang/publication/389490353_Exploring_Spontaneous_Social_Interaction_Swarm_Robotics_Powered_by_Large_Language_Models/links/67c4066af5cb8f70d5c49e37/Exploring-Spontaneous-Social-Interaction-Swarm-Robotics-Powered-by-Large-Language-Models.pdf,,1,"Y Jiang, L Zhao, AQ Li, M Chen, D Balkcom",
"The Point, the Vision and the Text: Does Point Cloud Boost Spatial Reasoning of Large Language Models?","… Matheval: A comprehensive benchmark for evaluating large language models on mathematical reasoning capabilities. 1 [25] Pan Lu, Swaroop Mishra, Tanglin Xia, Liang Qiu, Kai-Wei …",https://arxiv.org/abs/2504.04540,2025,3,"W Zhang, R Peng, C Gao, J Fang, X Zeng, K Li…",
Can LLMs Math? -- Exploring the Pitfalls in Mathematical Reasoning,"… Large language models (LLMs) demonstrate considerable potential in various natural language tasks but face significant challenges in mathematical reasoning, particularly in …",https://ui.adsabs.harvard.edu/abs/2025arXiv250515623S/abstract,2025,0,"T Singha Roy, A Baral, AR Jhaveri, Y Baig",
Large (Vision) Language Models are Unsupervised In-Context Learners,"… Mathematical reasoning and multitask language understanding. Furthermore, we evaluate unsupervised ICL on the GSM8K dataset that requires reasoning capabilities and on the …",https://arxiv.org/abs/2504.02349,2025,1,"A Gadetsky, A Atanov, Y Jiang, Z Gao…",
Multimodal Large Language Models: A Survey,"… outputs of Multimodal Large Language Models (MLLMs) into … of large datasets, large language models rapidly expanded … code generation and mathematical reasoning,exemplified by …",https://arxiv.org/abs/2506.10016,2025,3,"L Han, A Mubarak, A Baimagambetov…",
LLaMA-Berry: Pairwise Optimization for Olympiad-level Mathematical Reasoning via O1-like Monte Carlo Tree Search,"… This paper presents LLaMA-Berry, an advanced mathematical reasoning framework to enhance the problem-solving ability of large language models (LLMs). The framework combines …",https://aclanthology.org/2025.naacl-long.375/,2025,2,"D Zhang, J Wu, J Lei, T Che, J Li, T Xie…",
The Compositional Architecture of Regret in Large Language Models,… Recent advances in Large Language Models (LLMs) have demonstrated remarkable capabilities … from spatial and temporal understanding [7] to complex mathematical reasoning [15]. …,https://arxiv.org/abs/2506.15617,2025,0,"X Cui, S Yang, T Huang, W Lin, L Hu…",
"Sample, Don't Search: Rethinking Test-Time Alignment for Language Models",… for task-specific tuning using LLAMA-3.1-8B-INSTRUCT as the base model and a custom Bradley &Terry (1952) RM trained on our preference dataset for mathematical reasoning. This …,https://arxiv.org/abs/2504.03790,2025,3,"G Faria, NA Smith",
Chinese Critiques of Large Language Models,"… In his view, LLMs are “inherently uninterpretable, have risks of data leakage, do not have a cognitive architecture, and lack causal and mathematical reasoning capabilities, and other …",https://cset.georgetown.edu/wp-content/uploads/CSET-Chinese-Critiques-of-Large-Language-Models-Finding-the-Path-to-General-Artificial-Intelligence.pdf,2025,0,"WC Hannas, HM Chang, M Riesenhuber, DH Chou",
Predicting Empirical AI Research Outcomes with Language Models,"… can improve performance, eg, in mathematical reasoning. On our benchmark, however, this … Chain-of-thought prompting elicits reasoning in large language models. Advances in neural …",https://arxiv.org/abs/2506.00794,2025,0,"J Wen, C Si, Y Chen, H He, S Feng",
Psychometric-Based Evaluation for Theorem Proving with Large Language Models,"… This paper presents a psychometric-based evaluation method for large language models in … Deepseekmath: Pushing the limits of mathematical reasoning in open language models, …",https://arxiv.org/abs/2502.00855,2025,0,"J Zhang, Y Zhao, L Zhang, J Hu, X Luan, Z Xu…",
RACE-Align: Retrieval-Augmented and Chain-of-Thought Enhanced Preference Alignment for Large Language Models,"… Additionally, [14] iteratively optimized reasoning chains for mathematical reasoning tasks; [15] combined self-training with DPO fine-tuning; Preference Tree Optimization (TPO) [45] …",https://arxiv.org/abs/2506.02726,2025,0,"Q Yan, X Zhang, L Guo, Q Zhang, F Liu",
DocThinker: Explainable Multimodal Large Language Models with Rule-based Reinforcement Learning for Document Understanding,… Multimodal Large Language Models (MLLMs) have demonstrated remarkable capabilities in … Deepseekmath: Pushing the limits of mathematical reasoning in open language models. …,https://arxiv.org/abs/2508.08589,2025,0,"W Yu, Z Yang, Y Liu, X Bai",
The Science of Large Language Models,"… For mathematical reasoning, we focus on a more complex case of reasoning: solving math word problems (MWPs). Since it is very challenging to pre-train an LM from scratch to perform …",https://search.proquest.com/openview/ca86a2e2e117fb256fb753045ee84c1f/1?pq-origsite=gscholar&cbl=18750&diss=y,2025,0,X Wang,
Shuffle-R1: Efficient RL framework for Multimodal Large Language Models via Data-centric Dynamic Shuffle,… Wemath: Does your large multimodal model achieve humanlike mathematical reasoning? arXiv:… Deepseekmath: Pushing the limits of mathematical reasoning in open language models. …,https://arxiv.org/abs/2508.05612,2025,0,"L Zhu, Y Guan, D Liang, J Ju, Z Luo, B Qin…",
PMPO: Probabilistic Metric Prompt Optimization for Small and Large Language Models,"… We evaluate PMPO on a diverse set of benchmarks covering mathematical reasoning, logical inference, and open-ended instruction following. For math problem solving, we use …",https://arxiv.org/abs/2505.16307,2025,0,"C Zhao, Z Liu, X Wang, J Lu, C Ruan",
AcaQAS: An Academic Question Answering System Based on Finetuning Large Language Models,"… These examples illustrate the academic depth and diversity of our dataset, showcasing both formal mathematical reasoning and abstract philosophical concepts. They reflect typical …",https://link.springer.com/article/10.1007/s42979-025-04213-9,2025,0,"TH Le, BT Duong",
MoEQuant: Enhancing Quantization for Mixture-of-Experts Large Language Models via Expert-Balanced Sampling and Affinity Guidance,"… As shown in Table 2, previous methods face more significant accuracy degradation on instruction-tuned models for code generation and mathematical reasoning tasks. For example, …",https://arxiv.org/abs/2505.03804,2025,2,"X Hu, Z Chen, D Yang, Z Xu, C Xu, Z Yuan…",
Research on logical reasoning and question answering of large language models based on LoRA fine-tuning and prompt learning,"… The chain-of-thought based prompt learning approach has played a significant role in reasoning domains such as commonsense reasoning and mathematical reasoning, and is a …",https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13574/135745F/Research-on-logical-reasoning-and-question-answering-of-large-language/10.1117/12.3067088.short,2025,0,"B Liu, F Wan, D Yang, W Jiang",
Evaluation of large language models on mental health: from knowledge test to illness diagnosis,"… such as mathematical reasoning and code generation—can match or even surpass the performance of GPT-4.0. Additionally, most of the studies focused on a single aspect when …",https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2025.1646974/abstract,2025,0,"Y Xu, Z Fang, W Lin, Y Jiang, W Jin, P Balaji…",
Understanding the repeat curse in large language models from a feature perspective,"… We did not identify the same mathematics-related feature in GPT2-small, which reflects its instability in mathematical reasoning. Overall, among the repetition features identified from the …",https://arxiv.org/abs/2504.14218,2025,4,"J Yao, S Yang, J Xu, L Hu, M Li, D Wang",
Effective Reinforcement Learning for Reasoning in Language Models,"… As can be seen, DASH improves performance both in-distribution and out-of-distribution, demonstrating that on-policy algorithms can efficiently learn mathematical reasoning skills that …",https://arxiv.org/abs/2505.17218,2025,0,"L Huang, S Li, S Anupam, I Lee, O Bastani",
ODE: Open-Set Evaluation of Hallucinations in Multimodal Large Language Models,"… [37] used mathematical reasoning tasks to reduce data pollution in LLM by dynamically generating test samples from directed acyclic graphs. MsTemp [17], DyVal2 [38], …",https://openaccess.thecvf.com/content/CVPR2025/html/Tu_ODE_Open-Set_Evaluation_of_Hallucinations_in_Multimodal_Large_Language_Models_CVPR_2025_paper.html,2025,2,"Y Tu, R Hu, J Sang",
Can Uncertainty Metrics Guide Search? Evaluating Search-Time Decision-Making in Large Language Models,"… Datasets and Models We select four diverse datasets: MATH (mathematical reasoning) [6], COMMONSENSEQA (commonsense reasoning) [21], TRIVIAQA (reading comprehension) [10…",https://www.preprints.org/frontend/manuscript/cfa1128dc674d33c6255127248a5c4f3/download_pub,2025,0,"PF Guo, YD Tsai, SD Lin",
FEVO: Financial Knowledge Expansion and Reasoning Evolution for Large Language Models,… Advancements in reasoning for large language models (LLMs) have lead to significant performance improvements for LLMs in various fields such as mathematics and programming. …,https://arxiv.org/abs/2507.06057,2025,0,"B Pang, Y Ouyang, H Xu, Z Jia, P Li, S Wen…",
Synthetic data generation using large language models for financial question answering,"… For mathematical reasoning tasks, data augmentation has been shown to be effective (Luo … of large language models in generating synthetic datasets for financial reasoning tasks. …",https://aclanthology.org/2025.finnlp-1.7/,2025,3,"C Harsha, KS Phogat, S Dasaratha…",
Trinity-rft: A general-purpose and unified framework for reinforcement fine-tuning of large language models,"… for reinforcement finetuning (RFT) of large language models. It is built with a modular and … Here, we use the GSM8K mathematical reasoning dataset. The user provides a natural …",https://arxiv.org/abs/2505.17826,2025,2,"X Pan, Y Chen, Y Chen, Y Sun, D Chen…",
"Scalable Alignment of Large Language Models Towards Truth Seeking, Complex Reasoning, and Human Values","… third year, and then large language models again in my fourth. … the sheer power of large language models. Several years later, … on mathematical reasoning with large language models, …",https://search.proquest.com/openview/918ee5d5c97fe9e93c311434d0b7cd8c/1?pq-origsite=gscholar&cbl=18750&diss=y,2025,0,Z Sun,
Neural Incompatibility: The Unbridgeable Gap of Cross-Scale Parametric Knowledge Transfer in Large Language Models,… WizardMath leverages Reinforcement Learning from Evol-Instruct Feedback (RLEIF) to enhance its mathematical reasoning abilities and outperforms Llama-2-13B in this domain. …,https://arxiv.org/abs/2505.14436,2025,0,"Y Tan, S He, K Liu, J Zhao",
A survey on collaborative mechanisms between large and small language models,"… The emergence of on-device large language models is propelling research into … over 90% accuracy on complex tasks like mathematical reasoning and code generation), but they rely …",https://arxiv.org/abs/2505.07460,2025,6,"Y Chen, JH Zhao, HH Han",
HaLoRA: Hardware-aware Low-Rank Adaptation for Large Language Models Based on Hybrid Compute-in-Memory Architecture,"… finetuning method to adapt large language models (LLMs) for … Index Terms—low-rank adaptation, large language models, … in more challenging tasks such as mathematical reasoning. …",https://arxiv.org/abs/2502.19747,2025,0,"T Wu, C Ding, W Zhou, Y Cheng, X Feng…",
REAL-Prover: Retrieval Augmented Lean Prover for Mathematical Reasoning,"… Given the evidence that RL can expose latent capabilities in large language models, … This work explores the use of large language models (LLMs) for automated formal theorem …",https://arxiv.org/abs/2505.20613,2025,1,"Z Shen, N Huang, F Yang, Y Wang, G Gao, T Xu…",
Semantic Information Tells the Truth: A Novel Approach to Numerical Veracity for Large Language Models in Financial Market Analytics,"… Figure 1 provides an example drawn from the FinQA dataset [19], a question-answering benchmark that assesses LLMs’ mathematical reasoning and numerical comprehension in …",https://link.springer.com/chapter/10.1007/978-981-96-9914-8_25,2025,0,"Y Qin, C Zhang, W Xu",
Know-MRI: A Knowledge Mechanisms Revealer&Interpreter for Large Language Models,"… Beyond factual knowledge, it can also adapt to different task datasets (such as mathematical reasoning, sentiment analysis, etc.), totally covering 13 datasets with different input formats. …",https://arxiv.org/abs/2506.08427,2025,0,"J Liu, B Xing, C Yuan, C Zhang, D Wu, X Huang…",
Explainable Suicide Phenotyping from Initial Psychiatric Evaluation Notes Using Reasoning Large Language Models,"… These models extend traditional large language models (LLMs) by emulating human cognitive … Consequently, they excel in tasks requiring mathematical reasoning, logical deduction, …",https://www.medrxiv.org/content/10.1101/2025.03.27.25324783.abstract,2025,0,"Z Li, W Wang, L Shahani, RM Vieira, S Selek, J Soares…",
SuperWriter: Reflection-Driven Long-Form Generation with Large Language Models,… Motivated by recent advancements in reasoning-oriented LLMs—notably their remarkable scalability during inference in tasks such as mathematical reasoning and code generation—…,https://arxiv.org/abs/2506.04180,2025,0,"Y Wu, Y Bai, Z Hu, J Li, RKW Lee",
Sherlock: Self-Correcting Reasoning in Vision-Language Models,"… , particularly in mathematical reasoning, these approaches … into LLMs for mathematical reasoning tasks using correction … elicits reasoning in large language models. Advances in …",https://arxiv.org/abs/2505.22651,2025,1,"Y Ding, R Zhang",
Bridging the Digital Divide: Small Language Models as a Pathway for Physics and Photonics Education in Underdeveloped Regions,"… This strategy has proven particularly effective in domains like mathematical reasoning, … 2.5 and DeepSeekMath outperform many legacy large language models (LLMs) while remaining …",https://arxiv.org/abs/2506.12403,2025,1,"A Ghorbani, H Fattahi",
Beyond single-turn: A survey on multi-turn interactions with large language models,"… Several approaches have leveraged multi-turn dialogue with LLMs to enhance mathematical reasoning. For example, Wu et al. (2024) [20] introduced MathChat-Agent, a framework …",https://arxiv.org/abs/2504.04717,2025,11,"Y Li, X Shen, X Yao, X Ding, Y Miao, R Krishnan…",
Activation Control for Efficiently Eliciting Long Chain-of-thought Ability of Language Models,"… We conduct the experiments on MATH [14], a widely used mathematical reasoning dataset. … be seamlessly applied to a range of large language models to elicit deeper reasoning, self-…",https://arxiv.org/abs/2505.17697,2025,0,"Z Zhao, Q Liu, K Zhou, Z Liu, Y Shao, Z Hu…",
Fine-tuning Large Language Models via Tapered Off-Policy REINFORCE (TOPR),"… The ability of large language models (LLMs) to perform multi-step mathematical reasoning remains a critical challenge in natural language processing. In this work, we focus on the “…",https://cs224r.stanford.edu/projects/pdfs/CS224R_final_default_project_mpu217.pdf,,0,M Pu,
KDD 2025-AI Reasoning Day,"… Generative AI and the use of large language models (LLMs) are changing the way we work, … There are many types of reasoning: mathematical reasoning, common sense reasoning, …",https://dl.acm.org/doi/abs/10.1145/3711896.3737674,2025,0,"J Huan, X Zhang, Y Xing, WH Tok…",
Improving rl exploration for llm reasoning through retrospective replay,"… approach for the post-training of large language models (LLMs), enhancing their capabilities in complex reasoning tasks such as mathematical reasoning [4,16] and code generation [46…",https://arxiv.org/abs/2504.14363,2025,3,"S Dou, M Wu, J Xu, R Zheng, T Gui, Q Zhang…",
SVGen: Interpretable Vector Graphics Generation with Large Language Models,"… Large Language Models (LLMs) have made signi cant … , code writing, and mathematical reasoning, among other areas. … generation capabilities of large language models to establish a …",https://arxiv.org/abs/2508.09168,2025,0,"F Wang, Z Zhao, Y Liu, D Zhang, J Gao, H Sun…",
Discovering Expert-Level Nash Equilibrium Algorithms with Large Language Models,"… Recent advances in artificial intelligence, particularly with large language models (LLMs) [20… 32], have shown remarkable success in mathematical reasoning. The power of AI has been …",https://arxiv.org/abs/2508.11874,2025,0,"H Li, D Li, X Deng",
Question Tokens Deserve More Attention: Enhancing Large Language Models without Training through Step-by-Step Reading and Question Attention Recalibration,"… 2021) comprises 1,317 multi-step mathematical reasoning problems designed to evaluate models’ ability to perform elementary arithmetic, basic geometry, and logical reasoning. While …",https://arxiv.org/abs/2504.09402,2025,1,"F Han, L Guo, H Cui, Z Lyu",
EduBench: A Comprehensive Benchmarking Dataset for Evaluating Large Language Models in Diverse Educational Scenarios,… Errors can range from obvious mistakes to subtle issues such as variable misuse in code or logical flaws in mathematical reasoning. Evaluation focuses on the accuracy of error …,https://arxiv.org/abs/2505.16160,2025,3,"B Xu, Y Bai, H Sun, Y Lin, S Liu, X Liang, Y Li…",
Maximizing Prefix-Confidence at Test-Time Efficiently Improves Mathematical Reasoning,"… art for mathematical reasoning tasks at its scale. We evaluate on five mathematical reasoning datasets… Test-time training on nearest neighbors for large language models. In ICLR, 2024. …",https://arxiv.org/abs/2507.18122,2025,0,"M Otth, J Hübotter, I Hakimi, A Krause",
Boosting Multi-Domain Fine-Tuning of Large Language Models through Evolving Interactions between Samples,"… We evaluate the performance of code generation, mathematical reasoning, and general … Sac-kg: Exploiting large language models as skilled automatic constructors for domain …",https://openreview.net/forum?id=Si0HHbjBfU,,0,"X Liang, L Yang, J Wang, Y Lu, R Wu, H Chen…",
Shakti-VLMs: Scalable Vision-Language Models for Enterprise AI,"… Furthermore, Shakti models exhibit strong generalization across visual question answering (VQA), mathematical reasoning, and long-form textual comprehension tasks, frequently …",https://arxiv.org/abs/2502.17092,2025,0,"SAG Shakhadri, K KR, KB Angadi",
Visual language models as operator agents in the space domain,"… Building on advances in Large Language Models (LLMs) … , posing additional challenges for large language models (LLMs). … Additionally, models specialized in mathematical reasoning, …",https://arc.aiaa.org/doi/abs/10.2514/6.2025-1543,2025,1,"A Carrasco, M Nedungadi…",
"Large Language Models (LLMs) for Verification, Testing, and Design",… Under Test (DUT) modules show that LLM4DV outperforms conventional Constrained Random Testing (CRT) by effectively leveraging the LLM’s inherent mathematical reasoning and …,https://ieeexplore.ieee.org/abstract/document/11049311/,2025,1,"CK Jha, M Hassan, K Qayyum…",
AI Chatbot For Solving Mathematical Problems Using Large Language Models and Retrieval-Augmented Generation (Rag) With Custom Dataset Integration,… the capabilities of large language models (LLMs) in understanding and solving basic math problems; it's considered a benchmark for assessing an AI's mathematical reasoning skills. …,http://ar.cou.ac.bd:8080/handle/123456789/92,2025,0,"J Ahmed, MMK Mahin",
Leveraging Large Language Models for Departmental Classification of Medical Records,… This research develops large language models (LLMs) to … the integration of advanced large language models (LLMs) with … The model performed well in the mathematical reasoning …,https://www.mdpi.com/2076-3417/15/12/6525,2025,0,"B Ihnaini, X Zeng, H Yan, F Fang, AR Sangi",
Autogeo: Automating geometric image dataset creation for enhanced geometry understanding,"… large language models, there has been a growing interest in their capabilities in mathematical reasoning… intensive, thus we resort to large language models to automate the code-writing …",https://ieeexplore.ieee.org/abstract/document/10960701/,2025,16,"Z Huang, T Wu, W Lin, S Zhang…",
Explainability and reasoning in Large Language Models: a comparative analysis between base and fine-tuned models with RL.,… widely credited with enhancing large language models’ (LLMs… compared on the mathematical reasoning dataset GSM8K. … widely-used mathematical-reasoning benchmark GSM8K. It’…,https://openaccess.uoc.edu/items/f8748d20-981b-45d4-a177-a522b81ad22c,2025,0,P Pérez Lázaro,
Dsvd: Dynamic self-verify decoding for faithful generation in large language models,"… Recent advances in self-verification mechanisms for large language models (LLMs) have … , its exclusive focus on mathematical reasoning tasks leaves open questions regarding its …",https://arxiv.org/abs/2503.03149,2025,1,"YQ Guo, Y Yang, Z Chen, P Wang, Y Liao…",
Unraveling Misinformation Propagation in LLM Reasoning,"… Abstract:Large Language Models (LLMs) have demonstrated impressive capabilities in … Focusing on mathematical reasoning, we present a comprehensive analysis of how …",https://arxiv.org/abs/2505.18555,2025,0,"Y Feng, Y Wang, S Cui, B Faltings, M Lee…",
FAMiT: Mitigating False Alarms for Program Analysis Using Large Language Models,"… While inspecting the performance on different false alarm patterns, FAMiT shows an improvement in the mathematical reasoning capabilities of the underlying LLM. For general LLMs, …",https://link.springer.com/chapter/10.1007/978-3-031-98208-8_16,2025,0,"J Zeng, Y Li, R Zhang, Y Xie, K Li, M Zhou",
A General Paradigm for Fine-Tuning Large Language Models in Alzheimer's Disease Diagnosis,"… Qwen 2.5 specializes in mathematical reasoning and multilingual processing (29+ languages), leveraging YaRNenhanced RoPE embeddings for a 128K-token context. Its domain-…",https://ojs.aaai.org/index.php/AAAI-SS/article/view/35550,2025,1,"M Zhan, K Zhao, G Liu, H Tang",
Evaluation and Benchmarking the Agent Marketing Dialogue Scenarios with Large Language Models,"… PaLM [18] is based on dense autoregressive transformer and trained using the machine learning system Pathways, and has excellent performance in code and mathematical reasoning …",https://ieeexplore.ieee.org/abstract/document/11108634/,2025,0,"K Zhao, J Xu, J Shi, Y Chen",
Srpo: A cross-domain implementation of large-scale reinforcement learning on llm,"… ) to enhance the reasoning capabilities of Large Language Models (LLMs). However, replicating … to balance the development of mathematical reasoning and coding proficiency, and (2) …",https://arxiv.org/abs/2504.14286,2025,20,"X Zhang, J Wang, Z Cheng, W Zhuang, Z Lin…",
Evaluation of Geolocation Capabilities of Multimodal Large Language Models and Analysis of Associated Privacy Risks,"… large language models (MLLMs), as an emerging research hotspot in the field of artificial intelligence, use powerful large language models (… recognition and mathematical reasoning [22]…",https://arxiv.org/abs/2506.23481,2025,0,"X Zhang, X Cheng",
Can Large Language Models Understand Argument Schemes?,… 2024) also used Toulmin’s model as well as critical questions to enhance the logical and mathematical reasoning capabilities of LLMs by incorporating them into a prompting method …,https://aclanthology.org/2025.findings-acl.702/,2025,0,"E Bezou-Vrakatseli, O Cocarascu…",
Vision Matters: Simple Visual Perturbations Can Boost Multimodal Math Reasoning,"… rapid progress of multimodal large language models (MLLMs), … improvements in mathematical reasoning performance, with … perturbation in multimodal mathematical reasoning: better …",https://arxiv.org/abs/2506.09736,2025,1,"Y Li, L Wei, K Zheng, J Huang, L Kong, L Sun…",
Exploring the Privacy Protection Capabilities of Chinese Large Language Models,"… For instance, synthetic data has been successfully used in the training of LLMs for mathematical reasoning and tool learning to address data shortages, resulting in significant im…",https://ieeexplore.ieee.org/abstract/document/10893707/,2025,1,"Y Yang, X Huang, J Sang",
Benchmarking large language models for cryptanalysis and mismatched-generalization,"… The advancement of large language models (LLMs) such as … insight and advanced mathematical reasoning, posing a … analysis of six large language models’ performance in …",https://arxiv.org/abs/2505.24621,2025,2,"U Maskey, C Zhu, U Naseem",
Cdw-cot: Clustered distance-weighted chain-of-thoughts reasoning,"… Large Language Models (LLMs) have recently achieved im… , symbolic, and mathematical reasoning tasks. Specifically, when … In the context of mathematical reasoning, the MathPrompter …",https://ojs.aaai.org/index.php/AAAI/article/view/34560,2025,1,"Y Fang, G Chao, W Lei, S Li, D Chu",
"Large Language Models in Corporate Investment: An Analysis of ChatGPT's Transformative Applications, Strategic Impacts, and Future Opportunities","… With improved mathematical reasoning and logical inference, it can also enhance quantitative finance applications, including portfolio optimization, risk assessment, and algorithmic …",https://ieeexplore.ieee.org/abstract/document/10965480/,2025,0,"X Zhuang, Y Wu",
Automated Theorem Proving with Large Language Models in Lean: An Exploration of Specialized In-Context Learning and General-Purpose Hierarchical …,"… , seeks to automate the process of mathematical reasoning. This involves both formalizing … The advent of large language models (LLMs) has substantially impacted the field. Early …",https://repository.kaust.edu.sa/bitstreams/dfb92d5e-75bd-4cbb-bc9f-87f01b3a33e7/download,2025,0,M Buali,
Inference-Aware Prompt Optimization for Aligning Black-Box Large Language Models,"… Next, we empirically demonstrate the effectiveness of PSST for learning IAPO policies across six diverse tasks, including multiobjective text generation, mathematical reasoning, and …",https://arxiv.org/abs/2508.10030,2025,0,"S Mahmud, M Nakamura, KH Wray…",
Aligning Large Language Models to Low-Resource Languages through LLM-Based Selective Translation: A Systematic Study,"… -based selective translation for aligning large language models to low-resource languages, … , leading to notable advancements in mathematical reasoning, instruction-following, and …",https://arxiv.org/abs/2507.14304,2025,0,"R Paul, A Kamath, K Singla, R Joshi, U Vaidya…",
Leveraging Large Language Models and Retrieval-Augmented Generation for Enhanced Multi-Asset Portfolio Construction,"… Farajtabar, Gsm-symbolic: Understanding the limitations of mathematical reasoning in large language models, 2024. [Online]. Available: https:// arxiv.org/abs/2410.05229. …",https://ieeexplore.ieee.org/abstract/document/10975739/,2025,1,"A Hajaghaie, RK Thulasiram",
DA-KD: Difficulty-Aware Knowledge Distillation for Efficient Large Language Models,"… One possible explanation is the inherent complexity of mathematical reasoning, requiring … an open problem for future work to enhance knowledge transfer in mathematical reasoning. …",https://openreview.net/forum?id=NCYBdRCpw1,,3,"C He, Y Ding, J Guo, R Gong, H Qin, X Liu",
Reinforcing General Reasoning without Verifiers,"… The recent paradigm shift towards training large language models (LLMs) using DeepSeek-… impressive advancements in code and mathematical reasoning. However, this methodology …",https://arxiv.org/abs/2505.21493,2025,3,"X Zhou, Z Liu, A Sims, H Wang, T Pang, C Li…",
KG-Augmented Executable CoT for Mathematical Coding,"… the mathematical reasoning capabilities of large language models, providing solid … imental support for developing more powerful and reliable mathematical reasoning models. …",https://arxiv.org/abs/2508.04072,2025,0,"X Chen, J An, J Guo, L Wang, J Guo",
"The Evolving Role of Large Language Models in Scientific Innovation: Evaluator, Collaborator, and Scientist","… MathVista [111] assesses advanced mathematical reasoning through 6,141 examples spanning seven distinct reasoning types including algebraic, arithmetic, and geometric reasoning. …",https://arxiv.org/abs/2507.11810,2025,1,"H Zhang, R Li, Y Zhang, T Xiao, J Chen, J Ding…",
FunReason: Enhancing Large Language Models' Function Calling via Self-Refinement Multiscale Loss and Automated Data Refinement,… The integration of large language models (LLMs) with function … prompting elicits reasoning in large language models. Advances in … Large language models for mathematical reasoning: …,https://arxiv.org/abs/2505.20192,2025,1,"B Hao, M Wang, Z Xu, C Peng, Y Chen, X Zhao…",
Cultural Learning-Based Culture Adaptation of Language Models,"… Adapting large language models (LLMs) to diverse cultural values is a challenging task, as … To validate this, we perform two experiments with mathematical reasoning datasets that …",https://arxiv.org/abs/2504.02953,2025,0,"CC Liu, A Korhonen, I Gurevych",
Beyond outlining: Heterogeneous recursive planning for adaptive long-form writing with language models,… We evaluate our approach using two state-of-the-art large language models as our base … mathematical reasoning capabilities among current AI systems. These mathematical reasoning …,https://arxiv.org/abs/2503.08275,2025,4,"R Xiong, Y Chen, D Khizbullin, M Zhuge…",
video-SALMONN 2: Captioning-Enhanced Audio-Visual Large Language Models,"… Most recently, GRPO [50] improves efficiency and stability, particularly in tasks such as mathematical reasoning, by comparing relative rewards among candidate responses within a …",https://arxiv.org/abs/2506.15220,2025,1,"C Tang, Y Li, Y Yang, J Zhuang, G Sun, W Li…",
Occult: Evaluating large language models for offensive cyber operation capabilities,"… Formally, reasoning can imply mathematical reasoning, semantic or first-order logic, or classical planning (discrete search). Informal definitions tend towards vague notions like common …",https://arxiv.org/abs/2502.15797,2025,12,"M Kouremetis, M Dotter, A Byrne, D Martin…",
Discriminative Finetuning of Generative Large Language Models without Reward Models and Human Preference Data,"… crucial step for aligning pretrained large language models (LLMs) using supervised datasets … First, we focus on improving the mathematical reasoning capability of a base LLM by using …",https://arxiv.org/abs/2502.18679,2025,0,"S Guo, I Hong, V Balmaseda, C Yu, L Qiu, X Liu…",
Theme-Explanation Structure for Table Summarization using Large Language Models: A Case Study on Korean Tabular Data,"… While this method excels in structured table processing and mathematical reasoning, it has limitations in generating interpretations for sections that require metadata or background …",https://arxiv.org/abs/2501.10487,2025,0,"TY Kwack, J Kim, KY Jung, DG Lee, H Park",
Optimal Sparsity of Mixture-of-Experts Language Models for Reasoning Tasks,"… Empirical scaling laws have driven the evolution of large language models (LLMs), yet their … , substantially enhance multi-step mathematical reasoning, demonstrating that adaptive …",https://openreview.net/forum?id=Ewj06opLqW,,0,"T Nakamura, S Ishikawa, M Kawamura…",
Post-Completion Learning for Language Models,… sample efficiency in mathematical reasoning tasks. PCL … thought prompting in large language models. arXiv preprint … in mathematical reasoning. arXiv preprint arXiv:2501.07301. …,https://arxiv.org/abs/2507.20252,2025,0,"X Fei, S Wang, S Wei, Y Nie, W Shi, H Feng…",
The Illusion of Intelligence: Evaluating Large Language Models Against Grounded Criteria of Artificial General Intelligence,"… This demonstrates a fundamental breakdown in both common sense and mathematical reasoning. This issue aligns with the findings in The Reversal Curse (Evans el al., 2024) [1,31], …",https://www.preprints.org/frontend/manuscript/4b0e6caac56169dcbe1214dd76c57839/download_pub,2025,0,"RMD Rashid, E Rehman",
Large language models for lithuanian language,"… Interestingly, GSM8K remains a challenge for all models, showing no clear improvement at the 13B scale, highlighting the intrinsic difficulty of mathematical reasoning tasks. Meanwhile, …",https://epublications.vu.lt/object/elaba:229583321/,2025,0,D Plesevičius,
Multimodal Large Language Models with Context-Aware Fusion Mechanisms,"… Recent advancements in multimodal large language models (MLLMs) have demonstrated … benchmarks, such as those targeting mathematical reasoning or analogical reasoning, to …",https://www.preprints.org/frontend/manuscript/ceec9e5bda709ab2fecbcea9f536e238/download_pub,2025,0,"E Reed, J Barnes",
